MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;x_rate;sigma_x_rate;y_rate;sigma_y_rate;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY;Type;bulB/x_pole;bulB/y_pole;Type;bulB/UT-UTC;Type;bulB/dPsi;bulB/dEpsilon;bulB/dX;bulB/dY
59474;2021;09;17;final;0.234102;0.000024;0.302442;0.000033;;;;;final;-0.1107914;0.0000084;-0.7222;0.0072;final;;;;;0.324;0.275;-0.177;0.186;final;0.234052;0.302470;final;-0.1107776;final;;;0.303;-0.202
59475;2021;09;18;final;0.233193;0.000024;0.300660;0.000026;;;;;final;-0.1101777;0.0000123;-0.4725;0.0056;final;;;;;0.327;0.319;-0.161;0.241;final;0.233267;0.300669;final;-0.1101847;final;;;0.293;-0.178
59476;2021;09;19;final;0.231949;0.000026;0.298943;0.000033;;;;;final;-0.1098169;0.0000075;-0.3113;0.0072;final;;;;;0.314;0.254;-0.139;0.159;final;0.231901;0.298971;final;-0.1097908;final;;;0.272;-0.133
59477;2021;09;20;final;0.230910;0.000021;0.297073;0.000032;;;;;final;-0.1095342;0.0000074;-0.2129;0.0054;final;;;;;0.291;0.254;-0.113;0.159;final;0.230860;0.297082;final;-0.1095369;final;;;0.250;-0.087
59478;2021;09;21;final;0.230447;0.000016;0.295177;0.000022;;;;;final;-0.1093892;0.0000078;-0.1203;0.0052;final;;;;;0.264;0.240;-0.088;0.052;final;0.230386;0.295169;final;-0.1093835;final;;;0.228;-0.042
59479;2021;09;22;final;0.230224;0.000020;0.293453;0.000048;;;;;final;-0.1092721;0.0000073;-0.0922;0.0048;final;;;;;0.242;0.239;-0.069;0.062;final;0.230280;0.293410;final;-0.1092939;final;;;0.212;-0.051
59480;2021;09;23;final;0.229734;0.000021;0.291962;0.000048;;;;;final;-0.1091983;0.0000055;-0.0836;0.0047;final;;;;;0.225;0.239;-0.055;0.062;final;0.229745;0.291932;final;-0.1092075;final;;;0.198;-0.074
59481;2021;09;24;final;0.229047;0.000021;0.290724;0.000048;;;;;final;-0.1090766;0.0000058;-0.1597;0.0065;final;;;;;0.189;0.193;-0.066;0.113;final;0.229059;0.290744;final;-0.1090710;final;;;0.184;-0.098
59482;2021;09;25;final;0.228150;0.000018;0.289697;0.000045;;;;;final;-0.1088675;0.0000117;-0.2698;0.0059;final;;;;;0.201;0.193;-0.056;0.113;final;0.228196;0.289721;final;-0.1088548;final;;;0.195;-0.100
59483;2021;09;26;final;0.226731;0.000019;0.288535;0.000056;;;;;final;-0.1085268;0.0000103;-0.4105;0.0080;final;;;;;0.212;0.262;-0.048;0.081;final;0.226765;0.288616;final;-0.1085235;final;;;0.213;-0.096
59484;2021;09;27;final;0.224987;0.000018;0.286877;0.000057;;;;;final;-0.1080394;0.0000110;-0.5724;0.0081;final;;;;;0.224;0.262;-0.044;0.081;final;0.224983;0.286909;final;-0.1080259;final;;;0.230;-0.091
59485;2021;09;28;final;0.223250;0.000013;0.285070;0.000037;;;;;final;-0.1074037;0.0000124;-0.6691;0.0067;final;;;;;0.236;0.267;-0.047;0.073;final;0.223233;0.285091;final;-0.1073996;final;;;0.248;-0.087
59486;2021;09;29;final;0.221733;0.000021;0.283226;0.000042;;;;;final;-0.1067197;0.0000077;-0.7102;0.0073;final;;;;;0.248;0.279;-0.060;0.105;final;0.221642;0.283266;final;-0.1067014;final;;;0.260;-0.096
59487;2021;09;30;final;0.220681;0.000024;0.281350;0.000042;;;;;final;-0.1059785;0.0000077;-0.7658;0.0053;final;;;;;0.264;0.279;-0.080;0.105;final;0.220649;0.281274;final;-0.1059687;final;;;0.271;-0.109
59488;2021;10;01;final;0.219922;0.000025;0.279819;0.000042;;;;;final;-0.1052424;0.0000073;-0.6584;0.0051;final;;;;;0.277;0.286;-0.112;0.123;final;0.219900;0.279843;final;-0.1052566;final;;;0.282;-0.121
59489;2021;10;02;final;0.219190;0.000024;0.278466;0.000025;;;;;final;-0.1046917;0.0000066;-0.4610;0.0047;final;;;;;0.313;0.286;-0.139;0.123;final;0.219232;0.278385;final;-0.1046635;final;;;0.288;-0.132
59490;2021;10;03;final;0.218064;0.000026;0.277407;0.000028;;;;;final;-0.1043054;0.0000060;-0.3087;0.0043;final;;;;;0.342;0.330;-0.164;0.162;final;0.218114;0.277440;final;-0.1042262;final;;;0.301;-0.145
59491;2021;10;04;final;0.216515;0.000026;0.276371;0.000028;;;;;final;-0.1040955;0.0000054;-0.0928;0.0057;final;;;;;0.354;0.330;-0.183;0.162;final;0.216463;0.276398;final;-0.1040412;final;;;0.314;-0.158
59492;2021;10;05;final;0.214841;0.000018;0.275292;0.000019;;;;;final;-0.1041487;0.0000097;0.2099;0.0041;final;;;;;0.340;0.341;-0.194;0.187;final;0.214966;0.275265;final;-0.1041427;final;;;0.326;-0.172
59493;2021;10;06;final;0.212842;0.000020;0.274053;0.000032;;;;;final;-0.1045040;0.0000062;0.4788;0.0057;final;;;;;0.293;0.317;-0.194;0.179;final;0.212886;0.274073;final;-0.1045130;final;;;0.255;-0.172
59494;2021;10;07;final;0.210715;0.000020;0.272257;0.000031;;;;;final;-0.1050416;0.0000061;0.5538;0.0044;final;;;;;0.228;0.317;-0.183;0.179;final;0.210670;0.272310;final;-0.1050355;final;;;0.164;-0.169
59495;2021;10;08;final;0.208772;0.000020;0.270357;0.000031;;;;;final;-0.1055579;0.0000062;0.4679;0.0039;final;;;;;0.105;0.079;-0.163;0.167;final;0.208740;0.270354;final;-0.1055552;final;;;0.073;-0.166
59496;2021;10;09;final;0.207046;0.000017;0.268632;0.000028;;;;;final;-0.1059383;0.0000047;0.2649;0.0040;final;;;;;0.143;0.079;-0.131;0.167;final;0.206987;0.268630;final;-0.1059176;final;;;0.080;-0.140
59497;2021;10;10;final;0.205607;0.000017;0.267108;0.000029;;;;;final;-0.1060701;0.0000050;0.0091;0.0028;final;;;;;0.181;0.079;-0.101;0.167;final;0.205587;0.267049;final;-0.1060489;final;;;0.122;-0.105
59498;2021;10;11;final;0.204303;0.000021;0.265972;0.000033;;;;;final;-0.1059780;0.0000029;-0.1822;0.0030;final;;;;;0.215;0.198;-0.075;0.121;final;0.204294;0.265940;final;-0.1059506;final;;;0.164;-0.071
59499;2021;10;12;final;0.202918;0.000020;0.265374;0.000021;;;;;final;-0.1057250;0.0000033;-0.3156;0.0023;final;;;;;0.243;0.267;-0.055;0.021;final;0.202929;0.265318;final;-0.1056985;final;;;0.206;-0.037
59500;2021;10;13;final;0.201334;0.000024;0.265023;0.000024;;;;;final;-0.1053813;0.0000035;-0.3456;0.0024;final;;;;;0.265;0.266;-0.043;0.063;final;0.201347;0.265115;final;-0.1053769;final;;;0.249;-0.003
59501;2021;10;14;final;0.199471;0.000023;0.264508;0.000026;;;;;final;-0.1050614;0.0000035;-0.2930;0.0024;final;;;;;0.277;0.266;-0.043;0.063;final;0.199531;0.264474;final;-0.1050561;final;;;0.253;-0.031
59502;2021;10;15;final;0.197120;0.000024;0.264001;0.000026;;;;;final;-0.1048167;0.0000034;-0.1764;0.0025;final;;;;;0.290;0.264;-0.067;0.089;final;0.197144;0.264052;final;-0.1048215;final;;;0.247;-0.076
59503;2021;10;16;final;0.194628;0.000025;0.263335;0.000026;;;;;final;-0.1047288;0.0000036;0.0008;0.0028;final;;;;;0.269;0.264;-0.070;0.089;final;0.194540;0.263311;final;-0.1047296;final;;;0.238;-0.079
59504;2021;10;17;final;0.192496;0.000023;0.262708;0.000042;;;;;final;-0.1048035;0.0000045;0.1338;0.0029;final;;;;;0.250;0.228;-0.075;0.073;final;0.192522;0.262732;final;-0.1047961;final;;;0.228;-0.068
59505;2021;10;18;final;0.190391;0.000020;0.262041;0.000041;;;;;final;-0.1049980;0.0000045;0.2718;0.0033;final;;;;;0.236;0.228;-0.081;0.073;final;0.190330;0.262116;final;-0.1049797;final;;;0.218;-0.056
59506;2021;10;19;final;0.188478;0.000016;0.261095;0.000040;;;;;final;-0.1053281;0.0000047;0.3529;0.0034;final;;;;;0.228;0.218;-0.089;0.060;final;0.188419;0.261094;final;-0.1053261;final;;;0.207;-0.044
59507;2021;10;20;final;0.187014;0.000020;0.260352;0.000043;;;;;final;-0.1056655;0.0000052;0.3190;0.0036;final;;;;;0.230;0.229;-0.099;0.105;final;0.186951;0.260372;final;-0.1056852;final;;;0.226;-0.066
59508;2021;10;21;final;0.185923;0.000018;0.259646;0.000043;;;;;final;-0.1059571;0.0000054;0.2582;0.0038;final;;;;;0.267;0.289;-0.200;0.167;final;0.185890;0.259671;final;-0.1059933;final;;;0.253;-0.096
59509;2021;10;22;final;0.185080;0.000021;0.258894;0.000044;;;;;final;-0.1061588;0.0000055;0.1280;0.0045;final;;;;;0.270;0.289;-0.165;0.167;final;0.185109;0.258931;final;-0.1061695;final;;;0.280;-0.127
59510;2021;10;23;final;0.183900;0.000019;0.258063;0.000024;;;;;final;-0.1061799;0.0000071;-0.1017;0.0044;final;;;;;0.274;0.289;-0.129;0.167;final;0.183997;0.258126;final;-0.1061599;final;;;0.282;-0.110
59511;2021;10;24;final;0.182242;0.000023;0.256852;0.000033;;;;;final;-0.1059622;0.0000068;-0.3110;0.0049;final;;;;;0.277;0.294;-0.097;0.119;final;0.182170;0.256859;final;-0.1059532;final;;;0.275;-0.073
59512;2021;10;25;final;0.180791;0.000022;0.255749;0.000033;;;;;final;-0.1055795;0.0000068;-0.4557;0.0052;final;;;;;0.279;0.294;-0.071;0.119;final;0.180765;0.255674;final;-0.1055673;final;;;0.267;-0.036
59513;2021;10;26;final;0.179385;0.000022;0.255109;0.000026;;;;;final;-0.1050768;0.0000080;-0.5226;0.0042;final;;;;;0.277;0.300;-0.057;0.025;final;0.179443;0.255135;final;-0.1050710;final;;;0.259;0.001
59514;2021;10;27;final;0.177417;0.000024;0.254633;0.000036;;;;;final;-0.1045726;0.0000049;-0.4747;0.0045;final;;;;;0.272;0.250;-0.058;0.107;final;0.177475;0.254614;final;-0.1045560;final;;;0.244;-0.029
59515;2021;10;28;final;0.175038;0.000021;0.254166;0.000035;;;;;final;-0.1041327;0.0000042;-0.4109;0.0033;final;;;;;0.267;0.250;-0.069;0.107;final;0.174986;0.254210;final;-0.1040921;final;;;0.226;-0.076
59516;2021;10;29;final;0.172943;0.000020;0.253715;0.000035;;;;;final;-0.1037682;0.0000045;-0.2949;0.0030;final;;;;;0.252;0.226;-0.117;0.133;final;0.172883;0.253703;final;-0.1037503;final;;;0.209;-0.124
59517;2021;10;30;final;0.171130;0.000016;0.253429;0.000028;;;;;final;-0.1035808;0.0000044;-0.0653;0.0032;final;;;;;0.276;0.226;-0.103;0.133;final;0.171153;0.253485;final;-0.1035881;final;;;0.211;-0.123
59518;2021;10;31;final;0.169169;0.000018;0.253021;0.000028;;;;;final;-0.1036639;0.0000045;0.2430;0.0033;final;;;;;0.297;0.226;-0.089;0.133;final;0.169153;0.253030;final;-0.1036762;final;;;0.221;-0.105
59519;2021;11;01;final;0.167192;0.000021;0.252558;0.000040;;;;;final;-0.1040585;0.0000049;0.5263;0.0049;final;;;;;0.307;0.254;-0.077;0.100;final;0.167161;0.252590;final;-0.1040619;final;;;0.230;-0.087
59520;2021;11;02;final;0.165519;0.000019;0.251986;0.000031;;;;;final;-0.1046989;0.0000087;0.7568;0.0033;final;;;;;0.365;0.275;-0.053;0.053;final;0.165421;0.252037;final;-0.1047142;final;;;0.239;-0.069
59521;2021;11;03;final;0.164374;0.000020;0.251134;0.000038;;;;;final;-0.1055290;0.0000045;0.8579;0.0048;final;;;;;0.303;0.197;-0.051;0.045;final;0.164345;0.251154;final;-0.1055305;final;;;0.249;-0.051
59522;2021;11;04;final;0.163278;0.000021;0.250404;0.000038;;;;;final;-0.1063546;0.0000041;0.7786;0.0030;final;;;;;0.236;0.197;-0.050;0.045;final;0.163380;0.250407;final;-0.1063597;final;;;0.200;-0.036
59523;2021;11;05;final;0.161445;0.000021;0.249774;0.000037;;;;;final;-0.1070385;0.0000040;0.5563;0.0028;final;;;;;0.186;0.197;-0.050;0.045;final;0.161527;0.249780;final;-0.1070350;final;;;0.135;-0.022
59524;2021;11;06;final;0.158962;0.000021;0.249269;0.000037;;;;;final;-0.1074313;0.0000037;0.2263;0.0024;final;;;;;0.174;0.197;-0.053;0.045;final;0.158959;0.249274;final;-0.1074216;final;;;0.153;-0.034
59525;2021;11;07;final;0.156485;0.000018;0.248731;0.000037;;;;;final;-0.1075120;0.0000027;-0.0411;0.0023;final;;;;;0.194;0.185;-0.058;0.067;final;0.156428;0.248766;final;-0.1075061;final;;;0.204;-0.058
59526;2021;11;08;final;0.154402;0.000017;0.248080;0.000037;;;;;final;-0.1073922;0.0000026;-0.1793;0.0024;final;;;;;0.231;0.185;-0.063;0.067;final;0.154365;0.248057;final;-0.1073849;final;;;0.254;-0.081
59527;2021;11;09;final;0.152526;0.000016;0.247529;0.000029;;;;;final;-0.1071865;0.0000040;-0.2184;0.0029;final;;;;;0.370;0.355;-0.081;0.104;final;0.152501;0.247567;final;-0.1071716;final;;;0.304;-0.104
59528;2021;11;10;final;0.150844;0.000023;0.247116;0.000035;;;;;final;-0.1069843;0.0000052;-0.1710;0.0034;final;;;;;0.339;0.309;-0.077;0.083;final;0.150781;0.247125;final;-0.1069620;final;;;0.289;-0.093
59529;2021;11;11;final;0.149530;0.000023;0.246777;0.000035;;;;;final;-0.1068851;0.0000054;-0.0019;0.0038;final;;;;;0.310;0.309;-0.075;0.083;final;0.149470;0.246785;final;-0.1068772;final;;;0.255;-0.072
59530;2021;11;12;final;0.148524;0.000024;0.246575;0.000035;;;;;final;-0.1069909;0.0000055;0.1985;0.0048;final;;;;;0.286;0.309;-0.076;0.083;final;0.148470;0.246564;final;-0.1069721;final;;;0.222;-0.052
59531;2021;11;13;final;0.147730;0.000021;0.246473;0.000021;;;;;final;-0.1072628;0.0000079;0.3409;0.0036;final;;;;;0.267;0.233;-0.081;0.046;final;0.147692;0.246455;final;-0.1072523;final;;;0.220;-0.061
59532;2021;11;14;final;0.146991;0.000027;0.246425;0.000024;;;;;final;-0.1076479;0.0000045;0.4089;0.0045;final;;;;;0.255;0.248;-0.087;0.109;final;0.147041;0.246459;final;-0.1076527;final;;;0.230;-0.082
59533;2021;11;15;final;0.145708;0.000027;0.246299;0.000026;;;;;final;-0.1080248;0.0000043;0.3094;0.0029;final;;;;;0.247;0.248;-0.089;0.109;final;0.145836;0.246338;final;-0.1080024;final;;;0.239;-0.102
59534;2021;11;16;final;0.143583;0.000023;0.245970;0.000019;;;;;final;-0.1082685;0.0000037;0.2154;0.0025;final;;;;;0.245;0.254;-0.119;0.131;final;0.143555;0.246023;final;-0.1082774;final;;;0.249;-0.122
59535;2021;11;17;final;0.141477;0.000025;0.245395;0.000028;;;;;final;-0.1084696;0.0000026;0.1635;0.0023;final;;;;;0.242;0.250;-0.070;0.093;final;0.141392;0.245346;final;-0.1084806;final;;;0.247;-0.082
59536;2021;11;18;final;0.139777;0.000024;0.245127;0.000028;;;;;final;-0.1085597;0.0000027;0.0041;0.0018;final;;;;;0.241;0.250;-0.026;0.093;final;0.139789;0.245077;final;-0.1085552;final;;;0.242;-0.025
59537;2021;11;19;final;0.137833;0.000024;0.245206;0.000028;;;;;final;-0.1084680;0.0000025;-0.1848;0.0019;final;;;;;0.244;0.250;0.007;0.093;final;0.137868;0.245245;final;-0.1084680;final;;;0.237;0.032
59538;2021;11;20;final;0.135539;0.000018;0.245339;0.000026;;;;;final;-0.1081988;0.0000026;-0.3475;0.0018;final;;;;;0.251;0.248;0.023;0.045;final;0.135470;0.245267;final;-0.1081943;final;;;0.242;0.032
59539;2021;11;21;final;0.133470;0.000019;0.245958;0.000025;;;;;final;-0.1077913;0.0000027;-0.4552;0.0017;final;;;;;0.263;0.248;0.023;0.045;final;0.133433;0.245936;final;-0.1077699;final;;;0.250;0.011
59540;2021;11;22;final;0.131599;0.000019;0.246865;0.000028;;;;;final;-0.1073005;0.0000021;-0.5268;0.0019;final;;;;;0.276;0.273;0.012;0.052;final;0.131584;0.246933;final;-0.1072664;final;;;0.257;-0.010
59541;2021;11;23;final;0.129625;0.000017;0.247267;0.000020;;;;;final;-0.1067521;0.0000026;-0.5554;0.0019;final;;;;;0.287;0.288;-0.004;0.058;final;0.129614;0.247350;final;-0.1067281;final;;;0.265;-0.031
59542;2021;11;24;final;0.127862;0.000021;0.247289;0.000022;;;;;final;-0.1062149;0.0000032;-0.5085;0.0021;final;;;;;0.294;0.294;-0.023;0.054;final;0.127746;0.247246;final;-0.1062044;final;;;0.273;-0.052
59543;2021;11;25;final;0.126572;0.000021;0.247710;0.000022;;;;;final;-0.1057449;0.0000034;-0.4323;0.0025;final;;;;;0.292;0.294;-0.038;0.054;final;0.126546;0.247694;final;-0.1057277;final;;;0.305;-0.030
59544;2021;11;26;final;0.125316;0.000021;0.248348;0.000021;;;;;final;-0.1053930;0.0000038;-0.2279;0.0031;final;;;;;0.315;0.367;0.006;0.032;final;0.125318;0.248339;final;-0.1053900;final;;;0.343;0.005
59545;2021;11;27;final;0.123944;0.000020;0.249146;0.000021;;;;;final;-0.1053216;0.0000051;0.0741;0.0044;final;;;;;0.279;0.367;-0.035;0.032;final;0.123926;0.249137;final;-0.1053000;final;;;0.321;-0.018
59546;2021;11;28;final;0.122508;0.000023;0.250102;0.000027;;;;;final;-0.1055073;0.0000079;0.2745;0.0047;final;;;;;0.247;0.212;-0.073;0.140;final;0.122510;0.250182;final;-0.1054501;final;;;0.277;-0.061
59547;2021;11;29;final;0.120992;0.000023;0.250797;0.000027;;;;;final;-0.1058347;0.0000080;0.3671;0.0056;final;;;;;0.225;0.212;-0.105;0.140;final;0.120935;0.250800;final;-0.1057693;final;;;0.234;-0.104
59548;2021;11;30;final;0.119475;0.000020;0.251394;0.000025;;;;;final;-0.1062537;0.0000080;0.4963;0.0052;final;;;;;0.218;0.194;-0.128;0.159;final;0.119462;0.251409;final;-0.1062356;final;;;0.190;-0.147
59549;2021;12;01;final;0.117974;0.000021;0.252124;0.000029;;;;;final;-0.1068110;0.0000066;0.5767;0.0052;final;;;;;0.230;0.245;-0.138;0.137;final;0.117908;0.252101;final;-0.1068219;final;;;0.205;-0.142
59550;2021;12;02;final;0.116669;0.000021;0.253079;0.000030;;;;;final;-0.1073553;0.0000067;0.5019;0.0047;final;;;;;0.253;0.245;-0.139;0.137;final;0.116646;0.253077;final;-0.1073817;final;;;0.235;-0.125
59551;2021;12;03;final;0.115236;0.000022;0.254064;0.000030;;;;;final;-0.1077674;0.0000067;0.2850;0.0052;final;;;;;0.274;0.245;-0.135;0.137;final;0.115236;0.254139;final;-0.1077758;final;;;0.265;-0.108
59552;2021;12;04;final;0.113608;0.000016;0.254414;0.000021;;;;;final;-0.1078987;0.0000080;-0.0118;0.0041;final;;;;;0.279;0.285;-0.130;0.112;final;0.113528;0.254463;final;-0.1079062;final;;;0.270;-0.106
59553;2021;12;05;final;0.112222;0.000019;0.254586;0.000023;;;;;final;-0.1077731;0.0000047;-0.2208;0.0047;final;;;;;0.270;0.278;-0.128;0.117;final;0.112210;0.254544;final;-0.1077891;final;;;0.266;-0.109
59554;2021;12;06;final;0.110908;0.000021;0.255092;0.000025;;;;;final;-0.1075124;0.0000048;-0.2640;0.0035;final;;;;;0.254;0.278;-0.127;0.117;final;0.110933;0.255126;final;-0.1075299;final;;;0.263;-0.112
59555;2021;12;07;final;0.109156;0.000022;0.255657;0.000022;;;;;final;-0.1072705;0.0000051;-0.2311;0.0033;final;;;;;0.221;0.261;-0.126;0.123;final;0.109262;0.255631;final;-0.1072636;final;;;0.259;-0.116
59556;2021;12;08;final;0.106687;0.000025;0.256268;0.000029;;;;;final;-0.1070812;0.0000044;-0.1051;0.0033;final;;;;;0.225;0.247;-0.131;0.125;final;0.106686;0.256326;final;-0.1071092;final;;;0.249;-0.116
59557;2021;12;09;final;0.104022;0.000025;0.256732;0.000029;;;;;final;-0.1071108;0.0000042;0.1723;0.0028;final;;;;;0.231;0.247;-0.135;0.125;final;0.103984;0.256757;final;-0.1071653;final;;;0.237;-0.116
59558;2021;12;10;final;0.101400;0.000026;0.257088;0.000028;;;;;final;-0.1073893;0.0000035;0.3401;0.0032;final;;;;;0.242;0.247;-0.136;0.125;final;0.101414;0.257116;final;-0.1074002;final;;;0.225;-0.115
59559;2021;12;11;final;0.098431;0.000024;0.257355;0.000027;;;;;final;-0.1077608;0.0000047;0.4174;0.0024;final;;;;;0.259;0.235;-0.133;0.127;final;0.098426;0.257383;final;-0.1077748;final;;;0.239;-0.111
59560;2021;12;12;final;0.095295;0.000022;0.257381;0.000030;;;;;final;-0.1082100;0.0000032;0.4526;0.0028;final;;;;;0.280;0.285;-0.128;0.114;final;0.095231;0.257384;final;-0.1082102;final;;;0.263;-0.105
59561;2021;12;13;final;0.092594;0.000021;0.257467;0.000029;;;;;final;-0.1086269;0.0000032;0.3705;0.0022;final;;;;;0.296;0.285;-0.121;0.114;final;0.092509;0.257408;final;-0.1086201;final;;;0.286;-0.099
59562;2021;12;14;final;0.090280;0.000019;0.258071;0.000021;;;;;final;-0.1089523;0.0000030;0.2922;0.0024;final;;;;;0.303;0.326;-0.116;0.098;final;0.090306;0.258026;final;-0.1089586;final;;;0.310;-0.093
59563;2021;12;15;final;0.087851;0.000028;0.258957;0.000030;;;;;final;-0.1092029;0.0000036;0.1888;0.0025;final;;;;;0.295;0.298;-0.113;0.119;final;0.087829;0.258992;final;-0.1091980;final;;;0.278;-0.106
59564;2021;12;16;final;0.085324;0.000028;0.259746;0.000031;;;;;final;-0.1093137;0.0000039;0.0370;0.0027;final;;;;;0.195;0.193;-0.161;0.150;final;0.085353;0.259707;final;-0.1093060;final;;;0.232;-0.124
59565;2021;12;17;final;0.082673;0.000028;0.260685;0.000030;;;;;final;-0.1092674;0.0000039;-0.1431;0.0034;final;;;;;0.211;0.193;-0.138;0.150;final;0.082621;0.260745;final;-0.1092661;final;;;0.186;-0.142
59566;2021;12;18;final;0.080323;0.000027;0.261293;0.000026;;;;;final;-0.1090445;0.0000056;-0.2721;0.0031;final;;;;;0.228;0.193;-0.115;0.150;final;0.080179;0.261328;final;-0.1090678;final;;;0.193;-0.128
59567;2021;12;19;final;0.078759;0.000028;0.261727;0.000030;;;;;final;-0.1087445;0.0000047;-0.3372;0.0036;final;;;;;0.244;0.277;-0.094;0.099;final;0.078732;0.261660;final;-0.1087469;final;;;0.220;-0.102
59568;2021;12;20;final;0.077307;0.000028;0.262558;0.000030;;;;;final;-0.1083780;0.0000046;-0.3787;0.0029;final;;;;;0.257;0.277;-0.077;0.099;final;0.077355;0.262569;final;-0.1083780;final;;;0.247;-0.076
59569;2021;12;21;final;0.075382;0.000020;0.263451;0.000032;;;;;final;-0.1079939;0.0000034;-0.3999;0.0027;final;;;;;0.265;0.278;-0.067;0.051;final;0.075405;0.263444;final;-0.1079991;final;;;0.274;-0.050
59570;2021;12;22;final;0.073157;0.000019;0.264273;0.000032;;;;;final;-0.1075984;0.0000030;-0.3604;0.0022;final;;;;;0.268;0.278;-0.067;0.051;final;0.073133;0.264278;final;-0.1076234;final;;;0.250;-0.038
59571;2021;12;23;final;0.070906;0.000019;0.265198;0.000032;;;;;final;-0.1073220;0.0000029;-0.1742;0.0021;final;;;;;0.270;0.278;-0.078;0.051;final;0.070881;0.265173;final;-0.1073418;final;;;0.213;-0.030
59572;2021;12;24;final;0.068527;0.000019;0.266491;0.000034;;;;;final;-0.1072533;0.0000030;0.0219;0.0021;final;;;;;0.434;0.128;-0.401;0.160;final;0.068514;0.266510;final;-0.1072445;final;;;0.223;-0.073
59573;2021;12;25;final;0.066137;0.000017;0.267798;0.000030;;;;;final;-0.1073673;0.0000029;0.2226;0.0019;final;;;;;0.443;0.128;-0.379;0.160;final;0.066054;0.267813;final;-0.1073681;final;;;0.252;-0.135
59574;2021;12;26;final;0.064276;0.000023;0.268997;0.000037;;;;;final;-0.1077126;0.0000023;0.4655;0.0020;final;;;;;0.418;0.350;-0.359;0.333;final;0.064264;0.268977;final;-0.1077173;final;;;0.280;-0.197
59575;2021;12;27;final;0.062755;0.000023;0.270355;0.000028;;;;;final;-0.1082711;0.0000027;0.6268;0.0016;final;;;;;0.370;0.350;-0.341;0.333;final;0.062771;0.270366;final;-0.1082590;final;;;0.309;-0.259
59576;2021;12;28;final;0.061075;0.000031;0.271920;0.000036;;;;;final;-0.1089221;0.0000022;0.6559;0.0017;final;;;;;0.309;0.295;-0.323;0.320;final;0.061119;0.271893;final;-0.1089162;final;;;0.337;-0.320
59577;2021;12;29;final;0.059245;0.000030;0.273459;0.000036;;;;;final;-0.1095581;0.0000022;0.6105;0.0015;final;;;;;0.245;0.295;-0.305;0.320;final;0.059184;0.273531;final;-0.1095688;final;;;0.222;-0.324
59578;2021;12;30;final;0.057738;0.000030;0.274728;0.000036;;;;;final;-0.1101027;0.0000021;0.4441;0.0015;final;;;;;0.052;0.060;-0.295;0.299;final;0.057753;0.274728;final;-0.1101029;final;;;0.068;-0.311
59579;2021;12;31;final;0.056257;0.000030;0.275943;0.000035;;;;;final;-0.1104179;0.0000019;0.1927;0.0016;final;;;;;0.073;0.060;-0.273;0.299;final;0.056304;0.275973;final;-0.1104355;final;;;0.040;-0.287
59580;2022;01;01;final;0.054644;0.000026;0.276986;0.000032;;;;;final;-0.1104988;0.0000023;-0.0267;0.0022;final;;;;;0.095;0.060;-0.250;0.299;final;0.054574;0.276983;final;-0.1105197;final;;;0.059;-0.259
59581;2022;01;02;final;0.053441;0.000030;0.277925;0.000033;;;;;final;-0.1103729;0.0000040;-0.2209;0.0029;final;;;;;0.116;0.126;-0.228;0.223;final;0.053381;0.277886;final;-0.1103891;final;;;0.077;-0.230
59582;2022;01;03;final;0.052973;0.000021;0.279047;0.000025;;;;;final;-0.1101047;0.0000054;-0.2719;0.0034;final;;;;;0.136;0.134;-0.205;0.175;final;0.052855;0.278999;final;-0.1101398;final;;;0.095;-0.202
59583;2022;01;04;final;0.053260;0.000022;0.280694;0.000025;;;;;final;-0.1099008;0.0000056;-0.1079;0.0039;final;;;;;0.155;0.134;-0.181;0.175;final;0.053294;0.280607;final;-0.1099190;final;;;0.114;-0.174
59584;2022;01;05;final;0.053468;0.000024;0.282930;0.000027;;;;;final;-0.1099040;0.0000055;0.1013;0.0040;final;;;;;0.173;0.159;-0.157;0.149;final;0.053559;0.282963;final;-0.1098692;final;;;0.132;-0.152
59585;2022;01;06;final;0.052941;0.000023;0.285050;0.000027;;;;;final;-0.1100781;0.0000056;0.2346;0.0040;final;;;;;0.191;0.159;-0.132;0.149;final;0.053042;0.285048;final;-0.1100259;final;;;0.150;-0.132
59586;2022;01;07;final;0.051789;0.000022;0.286929;0.000023;;;;;final;-0.1103701;0.0000059;0.3586;0.0044;final;;;;;0.210;0.159;-0.107;0.149;final;0.051849;0.286983;final;-0.1103610;final;;;0.169;-0.113
59587;2022;01;08;final;0.050226;0.000015;0.288661;0.000019;;;;;final;-0.1107840;0.0000069;0.4488;0.0044;final;;;;;0.232;0.189;-0.081;0.112;final;0.050225;0.288671;final;-0.1107892;final;;;0.194;-0.092
59588;2022;01;09;final;0.048620;0.000018;0.290196;0.000022;;;;;final;-0.1112265;0.0000066;0.4156;0.0048;final;;;;;0.253;0.265;-0.058;0.077;final;0.048602;0.290231;final;-0.1112277;final;;;0.222;-0.071
59589;2022;01;10;final;0.047147;0.000019;0.291470;0.000022;;;;;final;-0.1115956;0.0000066;0.3238;0.0051;final;;;;;0.270;0.265;-0.039;0.077;final;0.047155;0.291472;final;-0.1116091;final;;;0.249;-0.050
