MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;x_rate;sigma_x_rate;y_rate;sigma_y_rate;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY;Type;bulB/x_pole;bulB/y_pole;Type;bulB/UT-UTC;Type;bulB/dPsi;bulB/dEpsilon;bulB/dX;bulB/dY
59590;2022;01;11;final;0.045621;0.000018;0.292556;0.000016;;;;;final;-0.1118561;0.0000079;0.1781;0.0044;final;;;;;0.290;0.294;-0.005;0.027;final;0.045595;0.292576;final;-0.1118697;final;;;0.277;-0.029
59591;2022;01;12;final;0.044275;0.000018;0.293459;0.000023;;;;;final;-0.1119402;0.0000058;-0.0025;0.0050;final;;;;;0.268;0.263;-0.025;0.053;final;0.044205;0.293449;final;-0.1119606;final;;;0.266;-0.035
59592;2022;01;13;final;0.043440;0.000019;0.294438;0.000024;;;;;final;-0.1118519;0.0000060;-0.1806;0.0041;final;;;;;0.247;0.263;-0.045;0.053;final;0.043394;0.294345;final;-0.1118677;final;;;0.244;-0.047
59593;2022;01;14;final;0.043161;0.000019;0.295889;0.000024;;;;;final;-0.1115808;0.0000058;-0.3533;0.0040;final;;;;;0.227;0.263;-0.066;0.053;final;0.043106;0.295839;final;-0.1115941;final;;;0.223;-0.060
59594;2022;01;15;final;0.043042;0.000019;0.297881;0.000021;;;;;final;-0.1111492;0.0000054;-0.5142;0.0040;final;;;;;0.208;0.229;-0.087;0.069;final;0.043114;0.297844;final;-0.1111643;final;;;0.205;-0.078
59595;2022;01;16;final;0.042499;0.000022;0.299844;0.000022;;;;;final;-0.1105848;0.0000054;-0.5777;0.0034;final;;;;;0.192;0.229;-0.108;0.069;final;0.042534;0.299918;final;-0.1106129;final;;;0.188;-0.097
59596;2022;01;17;final;0.041460;0.000022;0.301471;0.000027;;;;;final;-0.1100033;0.0000042;-0.6126;0.0034;final;;;;;0.180;0.199;-0.129;0.124;final;0.041549;0.301463;final;-0.1100064;final;;;0.172;-0.117
59597;2022;01;18;final;0.039933;0.000021;0.302929;0.000022;;;;;final;-0.1093690;0.0000040;-0.6192;0.0030;final;;;;;0.175;0.149;-0.148;0.164;final;0.039912;0.303016;final;-0.1093760;final;;;0.155;-0.136
59598;2022;01;19;final;0.038548;0.000022;0.303977;0.000025;;;;;final;-0.1088123;0.0000043;-0.4835;0.0029;final;;;;;0.177;0.184;-0.164;0.198;final;0.038420;0.303951;final;-0.1088179;final;;;0.139;-0.156
59599;2022;01;20;final;0.037866;0.000022;0.305019;0.000024;;;;;final;-0.1084318;0.0000042;-0.2584;0.0029;final;;;;;0.187;0.184;-0.176;0.198;final;0.037831;0.305025;final;-0.1084531;final;;;0.157;-0.185
59600;2022;01;21;final;0.037467;0.000019;0.306187;0.000024;;;;;final;-0.1082918;0.0000040;-0.0442;0.0029;final;;;;;0.193;0.184;-0.181;0.198;final;0.037456;0.306196;final;-0.1082981;final;;;0.184;-0.218
59601;2022;01;22;final;0.036910;0.000015;0.307343;0.000023;;;;;final;-0.1083222;0.0000041;0.1065;0.0030;final;;;;;0.183;0.184;-0.177;0.198;final;0.036968;0.307328;final;-0.1083306;final;;;0.174;-0.208
59602;2022;01;23;final;0.035920;0.000018;0.308664;0.000018;;;;;final;-0.1084942;0.0000044;0.2253;0.0031;final;;;;;0.161;0.157;-0.166;0.181;final;0.036011;0.308634;final;-0.1085119;final;;;0.149;-0.180
59603;2022;01;24;final;0.034432;0.000018;0.310118;0.000017;;;;;final;-0.1087496;0.0000046;0.2746;0.0033;final;;;;;0.139;0.157;-0.154;0.181;final;0.034458;0.310100;final;-0.1087689;final;;;0.124;-0.153
59604;2022;01;25;final;0.032765;0.000017;0.311527;0.000010;;;;;final;-0.1090171;0.0000049;0.2451;0.0029;final;;;;;0.132;0.107;-0.145;0.125;final;0.032747;0.311519;final;-0.1090294;final;;;0.100;-0.126
59605;2022;01;26;final;0.031386;0.000023;0.312803;0.000014;;;;;final;-0.1092155;0.0000034;0.1429;0.0030;final;;;;;0.151;0.168;-0.144;0.157;final;0.031327;0.312793;final;-0.1092242;final;;;0.124;-0.137
59606;2022;01;27;final;0.030246;0.000024;0.314138;0.000015;;;;;final;-0.1092761;0.0000036;-0.0395;0.0024;final;;;;;0.186;0.168;-0.151;0.157;final;0.030254;0.314102;final;-0.1092764;final;;;0.162;-0.159
59607;2022;01;28;final;0.029130;0.000024;0.315630;0.000017;;;;;final;-0.1091307;0.0000034;-0.2394;0.0027;final;;;;;0.248;0.224;-0.170;0.185;final;0.029060;0.315654;final;-0.1091370;final;;;0.200;-0.181
59608;2022;01;29;final;0.028298;0.000021;0.317168;0.000016;;;;;final;-0.1088120;0.0000041;-0.3953;0.0027;final;;;;;0.223;0.224;-0.182;0.185;final;0.028306;0.317130;final;-0.1088191;final;;;0.198;-0.190
59609;2022;01;30;final;0.027570;0.000024;0.318991;0.000021;;;;;final;-0.1083554;0.0000043;-0.5052;0.0030;final;;;;;0.199;0.183;-0.192;0.198;final;0.027664;0.318978;final;-0.1083658;final;;;0.181;-0.195
59610;2022;01;31;final;0.026683;0.000024;0.320958;0.000021;;;;;final;-0.1078395;0.0000043;-0.5013;0.0035;final;;;;;0.177;0.183;-0.200;0.198;final;0.026619;0.320963;final;-0.1078483;final;;;0.165;-0.200
59611;2022;02;01;final;0.026123;0.000018;0.323070;0.000019;;;;;final;-0.1073953;0.0000055;-0.3700;0.0035;final;;;;;0.156;0.157;-0.213;0.209;final;0.026102;0.323015;final;-0.1073994;final;;;0.148;-0.205
59612;2022;02;02;final;0.025848;0.000026;0.325448;0.000020;;;;;final;-0.1071299;0.0000055;-0.1474;0.0040;final;;;;;0.154;0.158;-0.196;0.225;final;0.025834;0.325489;final;-0.1071431;final;;;0.154;-0.230
59613;2022;02;03;final;0.025709;0.000027;0.327754;0.000020;;;;;final;-0.1070988;0.0000059;0.0701;0.0041;final;;;;;0.152;0.158;-0.177;0.225;final;0.025683;0.327751;final;-0.1070987;final;;;0.165;-0.260
59614;2022;02;04;final;0.025771;0.000026;0.329988;0.000020;;;;;final;-0.1072359;0.0000062;0.1850;0.0067;final;;;;;0.151;0.158;-0.152;0.225;final;0.025779;0.330022;final;-0.1072225;final;;;0.176;-0.291
59615;2022;02;05;final;0.025748;0.000025;0.332144;0.000014;;;;;final;-0.1074324;0.0000121;0.1907;0.0043;final;;;;;0.153;0.175;-0.118;0.284;final;0.025738;0.332211;final;-0.1074267;final;;;0.179;-0.242
59616;2022;02;06;final;0.025719;0.000027;0.333909;0.000017;;;;;final;-0.1075893;0.0000061;0.1123;0.0068;final;;;;;0.158;0.190;-0.080;0.130;final;0.025676;0.333942;final;-0.1076113;final;;;0.180;-0.163
59617;2022;02;07;final;0.025701;0.000027;0.335614;0.000018;;;;;final;-0.1076479;0.0000061;0.0064;0.0044;final;;;;;0.168;0.190;-0.043;0.130;final;0.025772;0.335603;final;-0.1076870;final;;;0.180;-0.084
59618;2022;02;08;final;0.025135;0.000017;0.337291;0.000015;;;;;final;-0.1075786;0.0000064;-0.1701;0.0042;final;;;;;0.187;0.193;0.006;0.013;final;0.025193;0.337374;final;-0.1075919;final;;;0.180;-0.005
59619;2022;02;09;final;0.024113;0.000018;0.338501;0.000021;;;;;final;-0.1072942;0.0000058;-0.3872;0.0043;final;;;;;0.199;0.200;0.005;0.021;final;0.024114;0.338478;final;-0.1072977;final;;;0.186;0.003
59620;2022;02;10;final;0.022890;0.000018;0.339530;0.000021;;;;;final;-0.1068126;0.0000056;-0.5793;0.0040;final;;;;;0.211;0.200;0.000;0.021;final;0.022952;0.339544;final;-0.1067962;final;;;0.194;-0.009
59621;2022;02;11;final;0.021291;0.000017;0.340652;0.000022;;;;;final;-0.1061234;0.0000056;-0.8081;0.0043;final;;;;;0.221;0.200;-0.010;0.021;final;0.021317;0.340636;final;-0.1061126;final;;;0.202;-0.020
59622;2022;02;12;final;0.019528;0.000015;0.341934;0.000020;;;;;final;-0.1052494;0.0000064;-0.8781;0.0037;final;;;;;0.228;0.216;-0.029;0.027;final;0.019510;0.341957;final;-0.1052912;final;;;0.208;-0.043
59623;2022;02;13;final;0.018054;0.000016;0.343126;0.000024;;;;;final;-0.1044131;0.0000049;-0.8105;0.0040;final;;;;;0.232;0.227;-0.058;0.097;final;0.017952;0.343165;final;-0.1044265;final;;;0.214;-0.071
59624;2022;02;14;final;0.017241;0.000015;0.344317;0.000024;;;;;final;-0.1036308;0.0000049;-0.7357;0.0035;final;;;;;0.234;0.227;-0.092;0.097;final;0.017178;0.344276;final;-0.1036375;final;;;0.221;-0.099
59625;2022;02;15;final;0.016801;0.000013;0.345841;0.000019;;;;;final;-0.1029828;0.0000049;-0.5377;0.0032;final;;;;;0.235;0.236;-0.137;0.133;final;0.016814;0.345848;final;-0.1029937;final;;;0.227;-0.127
59626;2022;02;16;final;0.016422;0.000016;0.347670;0.000019;;;;;final;-0.1025493;0.0000040;-0.3581;0.0031;final;;;;;0.232;0.225;-0.175;0.218;final;0.016373;0.347600;final;-0.1025279;final;;;0.222;-0.167
59627;2022;02;17;final;0.016159;0.000016;0.349971;0.000018;;;;;final;-0.1022728;0.0000039;-0.1600;0.0028;final;;;;;0.227;0.225;-0.207;0.218;final;0.016174;0.349955;final;-0.1022855;final;;;0.213;-0.210
59628;2022;02;18;final;0.015973;0.000015;0.352529;0.000018;;;;;final;-0.1022552;0.0000038;0.1158;0.0028;final;;;;;0.221;0.225;-0.226;0.218;final;0.015893;0.352552;final;-0.1022778;final;;;0.205;-0.253
59629;2022;02;19;final;0.016039;0.000014;0.354991;0.000013;;;;;final;-0.1024744;0.0000039;0.3015;0.0027;final;;;;;0.212;0.215;-0.225;0.274;final;0.016057;0.355009;final;-0.1024803;final;;;0.199;-0.224
59630;2022;02;20;final;0.016150;0.000022;0.357313;0.000017;;;;;final;-0.1028227;0.0000038;0.3805;0.0026;final;;;;;0.201;0.205;-0.210;0.218;final;0.016152;0.357350;final;-0.1028229;final;;;0.194;-0.170
59631;2022;02;21;final;0.016267;0.000024;0.359423;0.000016;;;;;final;-0.1032029;0.0000034;0.3620;0.0028;final;;;;;0.190;0.205;-0.187;0.218;final;0.016225;0.359459;final;-0.1032042;final;;;0.189;-0.115
59632;2022;02;22;final;0.016729;0.000022;0.361222;0.000016;;;;;final;-0.1035198;0.0000041;0.2629;0.0027;final;;;;;0.181;0.175;-0.167;0.064;final;0.016672;0.361277;final;-0.1035256;final;;;0.184;-0.061
59633;2022;02;23;final;0.017620;0.000025;0.362789;0.000020;;;;;final;-0.1037067;0.0000042;0.0976;0.0029;final;;;;;0.177;0.176;-0.158;0.146;final;0.017619;0.362779;final;-0.1037081;final;;;0.177;-0.085
59634;2022;02;24;final;0.018441;0.000025;0.364347;0.000020;;;;;final;-0.1036979;0.0000042;-0.1192;0.0030;final;;;;;0.175;0.176;-0.157;0.146;final;0.018496;0.364360;final;-0.1036928;final;;;0.169;-0.128
59635;2022;02;25;final;0.018982;0.000024;0.365793;0.000019;;;;;final;-0.1034735;0.0000043;-0.3204;0.0033;final;;;;;0.189;0.178;-0.199;0.192;final;0.018931;0.365807;final;-0.1034734;final;;;0.162;-0.172
59636;2022;02;26;final;0.019617;0.000018;0.367245;0.000017;;;;;final;-0.1030872;0.0000050;-0.4312;0.0027;final;;;;;0.182;0.178;-0.180;0.192;final;0.019607;0.367229;final;-0.1031018;final;;;0.156;-0.164
59637;2022;02;27;final;0.020237;0.000021;0.368842;0.000020;;;;;final;-0.1026591;0.0000031;-0.3981;0.0029;final;;;;;0.176;0.166;-0.163;0.155;final;0.020241;0.368836;final;-0.1026797;final;;;0.150;-0.136
59638;2022;02;28;final;0.020643;0.000022;0.370620;0.000020;;;;;final;-0.1023234;0.0000031;-0.2680;0.0020;final;;;;;0.170;0.166;-0.146;0.155;final;0.020656;0.370624;final;-0.1023250;final;;;0.144;-0.108
59639;2022;03;01;final;0.020995;0.000019;0.372307;0.000017;;;;;final;-0.1021399;0.0000025;-0.0876;0.0025;final;;;;;0.166;0.152;-0.130;0.104;final;0.020909;0.372342;final;-0.1021425;final;;;0.139;-0.080
59640;2022;03;02;final;0.021875;0.000022;0.374044;0.000021;;;;;final;-0.1021706;0.0000039;0.1600;0.0023;final;;;;;0.162;0.195;-0.116;0.107;final;0.021778;0.373951;final;-0.1021944;final;;;0.190;-0.054
59641;2022;03;03;final;0.023305;0.000022;0.376260;0.000020;;;;;final;-0.1024422;0.0000039;0.3544;0.0027;final;;;;;0.160;0.195;-0.104;0.107;final;0.023290;0.376273;final;-0.1024561;final;;;0.256;-0.028
59642;2022;03;04;final;0.025009;0.000023;0.378484;0.000019;;;;;final;-0.1028386;0.0000038;0.4263;0.0036;final;;;;;0.171;0.303;-0.096;0.115;final;0.024972;0.378479;final;-0.1028435;final;;;0.322;-0.003
59643;2022;03;05;final;0.026706;0.000017;0.380550;0.000016;;;;;final;-0.1032508;0.0000061;0.3660;0.0031;final;;;;;0.167;0.303;-0.086;0.115;final;0.026774;0.380581;final;-0.1032424;final;;;0.310;-0.006
59644;2022;03;06;final;0.028127;0.000017;0.382627;0.000022;;;;;final;-0.1035497;0.0000049;0.2429;0.0039;final;;;;;0.165;0.199;-0.076;0.073;final;0.028086;0.382600;final;-0.1035550;final;;;0.269;-0.021
59645;2022;03;07;final;0.029547;0.000016;0.384742;0.000021;;;;;final;-0.1037253;0.0000048;0.0860;0.0032;final;;;;;0.171;0.199;-0.067;0.073;final;0.029543;0.384798;final;-0.1037203;final;;;0.228;-0.036
59646;2022;03;08;final;0.031002;0.000010;0.386679;0.000018;;;;;final;-0.1036867;0.0000041;-0.1760;0.0029;final;;;;;0.187;0.177;-0.059;0.060;final;0.031018;0.386712;final;-0.1036844;final;;;0.187;-0.051
59647;2022;03;09;final;0.032216;0.000012;0.388518;0.000020;;;;;final;-0.1033883;0.0000031;-0.3931;0.0026;final;;;;;0.217;0.255;-0.051;0.047;final;0.032281;0.388541;final;-0.1034089;final;;;0.208;-0.044
59648;2022;03;10;final;0.033082;0.000010;0.390315;0.000021;;;;;final;-0.1029238;0.0000031;-0.5404;0.0022;final;;;;;0.355;0.312;-0.024;0.029;final;0.033104;0.390312;final;-0.1029383;final;;;0.245;-0.032
59649;2022;03;11;final;0.033674;0.000013;0.392091;0.000021;;;;;final;-0.1023234;0.0000032;-0.6398;0.0021;final;;;;;0.331;0.312;-0.032;0.029;final;0.033708;0.392105;final;-0.1023346;final;;;0.283;-0.019
59650;2022;03;12;final;0.034135;0.000016;0.393701;0.000015;;;;;final;-0.1016717;0.0000029;-0.6565;0.0021;final;;;;;0.308;0.312;-0.040;0.029;final;0.034130;0.393729;final;-0.1016864;final;;;0.282;-0.021
59651;2022;03;13;final;0.034426;0.000022;0.395168;0.000018;;;;;final;-0.1010181;0.0000027;-0.6501;0.0020;final;;;;;0.285;0.281;-0.049;0.042;final;0.034502;0.395152;final;-0.1010372;final;;;0.267;-0.027
59652;2022;03;14;final;0.034370;0.000023;0.396646;0.000017;;;;;final;-0.1003917;0.0000027;-0.5830;0.0024;final;;;;;0.265;0.281;-0.059;0.042;final;0.034354;0.396685;final;-0.1004104;final;;;0.251;-0.033
59653;2022;03;15;final;0.034236;0.000023;0.398032;0.000014;;;;;final;-0.0998809;0.0000039;-0.4295;0.0023;final;;;;;0.237;0.239;-0.065;0.052;final;0.034250;0.398014;final;-0.0998830;final;;;0.236;-0.040
59654;2022;03;16;final;0.033954;0.000033;0.399557;0.000016;;;;;final;-0.0995535;0.0000038;-0.2135;0.0027;final;;;;;0.235;0.245;-0.087;0.103;final;0.033972;0.399563;final;-0.0995467;final;;;0.240;-0.064
59655;2022;03;17;final;0.033459;0.000032;0.401248;0.000016;;;;;final;-0.0994564;0.0000036;0.0100;0.0027;final;;;;;0.233;0.245;-0.106;0.103;final;0.033426;0.401244;final;-0.0994339;final;;;0.248;-0.093
59656;2022;03;18;final;0.033078;0.000030;0.402896;0.000016;;;;;final;-0.0995545;0.0000039;0.1765;0.0032;final;;;;;0.231;0.245;-0.120;0.103;final;0.033046;0.402931;final;-0.0995428;final;;;0.256;-0.123
59657;2022;03;19;final;0.032925;0.000026;0.404440;0.000013;;;;;final;-0.0998023;0.0000052;0.3217;0.0032;final;;;;;0.227;0.262;-0.124;0.165;final;0.032894;0.404430;final;-0.0998242;final;;;0.250;-0.121
59658;2022;03;20;final;0.033030;0.000026;0.405969;0.000013;;;;;final;-0.1001813;0.0000050;0.4171;0.0032;final;;;;;0.223;0.262;-0.119;0.165;final;0.033017;0.405997;final;-0.1001905;final;;;0.239;-0.108
59659;2022;03;21;final;0.033374;0.000032;0.407427;0.000017;;;;;final;-0.1005703;0.0000036;0.3138;0.0031;final;;;;;0.217;0.227;-0.110;0.111;final;0.033291;0.407432;final;-0.1005194;final;;;0.227;-0.094
59660;2022;03;22;final;0.034273;0.000022;0.408901;0.000014;;;;;final;-0.1007722;0.0000035;0.1005;0.0032;final;;;;;0.201;0.211;-0.057;0.068;final;0.034163;0.408866;final;-0.1007374;final;;;0.216;-0.081
59661;2022;03;23;final;0.035750;0.000024;0.410730;0.000014;;;;;final;-0.1007766;0.0000052;-0.0967;0.0031;final;;;;;0.201;0.198;-0.064;0.071;final;0.035739;0.410677;final;-0.1007668;final;;;0.204;-0.068
59662;2022;03;24;final;0.037151;0.000024;0.412884;0.000014;;;;;final;-0.1005739;0.0000052;-0.3084;0.0035;final;;;;;0.201;0.198;-0.072;0.071;final;0.037184;0.412921;final;-0.1005632;final;;;0.172;-0.063
59663;2022;03;25;final;0.038266;0.000024;0.414992;0.000015;;;;;final;-0.1001880;0.0000048;-0.4355;0.0036;final;;;;;0.203;0.198;-0.078;0.071;final;0.038276;0.415002;final;-0.1001852;final;;;0.135;-0.060
59664;2022;03;26;final;0.039265;0.000023;0.416914;0.000015;;;;;final;-0.0997422;0.0000050;-0.4445;0.0037;final;;;;;0.207;0.198;-0.085;0.071;final;0.039275;0.416959;final;-0.0997325;final;;;0.151;-0.064
59665;2022;03;27;final;0.040352;0.000018;0.418581;0.000012;;;;;final;-0.0993293;0.0000057;-0.3624;0.0038;final;;;;;0.213;0.214;-0.091;0.085;final;0.040293;0.418593;final;-0.0993188;final;;;0.187;-0.069
59666;2022;03;28;final;0.041639;0.000017;0.420174;0.000013;;;;;final;-0.0990507;0.0000058;-0.1803;0.0037;final;;;;;0.220;0.214;-0.095;0.085;final;0.041691;0.420175;final;-0.0990554;final;;;0.224;-0.075
59667;2022;03;29;final;0.042747;0.000016;0.421684;0.000013;;;;;final;-0.0989745;0.0000048;0.0193;0.0035;final;;;;;0.241;0.263;-0.093;0.077;final;0.042792;0.421696;final;-0.0989777;final;;;0.260;-0.080
59668;2022;03;30;final;0.043408;0.000019;0.423095;0.000018;;;;;final;-0.0990621;0.0000040;0.1372;0.0032;final;;;;;0.241;0.250;-0.095;0.080;final;0.043491;0.423055;final;-0.0990426;final;;;0.260;-0.082
59669;2022;03;31;final;0.043544;0.000020;0.424826;0.000018;;;;;final;-0.0992408;0.0000041;0.2308;0.0028;final;;;;;0.242;0.250;-0.095;0.080;final;0.043570;0.424794;final;-0.0992346;final;;;0.250;-0.084
59670;2022;04;01;final;0.043355;0.000022;0.426902;0.000018;;;;;final;-0.0995152;0.0000038;0.2990;0.0029;final;;;;;0.242;0.250;-0.092;0.080;final;0.043301;0.426919;final;-0.0995031;final;;;0.240;-0.085
59671;2022;04;02;final;0.043560;0.000019;0.428907;0.000017;;;;;final;-0.0998077;0.0000042;0.2738;0.0025;final;;;;;0.241;0.233;-0.082;0.083;final;0.043471;0.428898;final;-0.0997958;final;;;0.233;-0.071
59672;2022;04;03;final;0.044378;0.000020;0.431006;0.000019;;;;;final;-0.1000285;0.0000033;0.1456;0.0026;final;;;;;0.241;0.228;-0.069;0.062;final;0.044401;0.430964;final;-0.1000185;final;;;0.226;-0.050
59673;2022;04;04;final;0.045126;0.000020;0.433556;0.000019;;;;;final;-0.1000837;0.0000031;-0.0282;0.0023;final;;;;;0.242;0.228;-0.055;0.062;final;0.045179;0.433548;final;-0.1000877;final;;;0.220;-0.030
59674;2022;04;05;final;0.045609;0.000017;0.436132;0.000015;;;;;final;-0.0999612;0.0000031;-0.2346;0.0023;final;;;;;0.245;0.225;-0.045;0.031;final;0.045558;0.436184;final;-0.0999601;final;;;0.214;-0.009
59675;2022;04;06;final;0.046389;0.000018;0.438265;0.000014;;;;;final;-0.0996137;0.0000035;-0.4435;0.0025;final;;;;;0.225;0.246;-0.040;0.039;final;0.046324;0.438296;final;-0.0996161;final;;;0.222;-0.008
59676;2022;04;07;final;0.047706;0.000017;0.440068;0.000014;;;;;final;-0.0991024;0.0000038;-0.5678;0.0026;final;;;;;0.244;0.246;-0.048;0.039;final;0.047660;0.440084;final;-0.0991087;final;;;0.233;-0.013
59677;2022;04;08;final;0.049437;0.000016;0.441810;0.000014;;;;;final;-0.0985133;0.0000038;-0.5866;0.0029;final;;;;;0.266;0.246;-0.053;0.039;final;0.049412;0.441800;final;-0.0985116;final;;;0.245;-0.018
59678;2022;04;09;final;0.051228;0.000014;0.443582;0.000010;;;;;final;-0.0979471;0.0000044;-0.5516;0.0025;final;;;;;0.289;0.246;-0.058;0.039;final;0.051279;0.443588;final;-0.0979207;final;;;0.264;-0.022
59679;2022;04;10;final;0.052563;0.000014;0.445318;0.000015;;;;;final;-0.0974066;0.0000031;-0.5269;0.0027;final;;;;;0.311;0.313;-0.064;0.045;final;0.052631;0.445310;final;-0.0973816;final;;;0.286;-0.028
59680;2022;04;11;final;0.053447;0.000013;0.447060;0.000014;;;;;final;-0.0969204;0.0000031;-0.4207;0.0022;final;;;;;0.327;0.313;-0.074;0.045;final;0.053447;0.447037;final;-0.0969159;final;;;0.307;-0.033
59681;2022;04;12;final;0.054292;0.000012;0.449012;0.000017;;;;;final;-0.0965844;0.0000031;-0.2569;0.0021;final;;;;;0.336;0.332;-0.089;0.112;final;0.054284;0.449011;final;-0.0965845;final;;;0.329;-0.038
59682;2022;04;13;final;0.055326;0.000010;0.451054;0.000017;;;;;final;-0.0964330;0.0000029;-0.0138;0.0022;final;;;;;0.335;0.332;-0.110;0.112;final;0.055292;0.451073;final;-0.0964523;final;;;0.323;-0.084
59683;2022;04;14;final;0.056532;0.000010;0.452863;0.000017;;;;;final;-0.0965616;0.0000030;0.2438;0.0020;final;;;;;0.328;0.332;-0.128;0.112;final;0.056547;0.452892;final;-0.0965557;final;;;0.309;-0.141
59684;2022;04;15;final;0.057880;0.000015;0.454480;0.000018;;;;;final;-0.0969019;0.0000028;0.4452;0.0026;final;;;;;0.320;0.332;-0.128;0.112;final;0.057823;0.454485;final;-0.0968994;final;;;0.302;-0.137
59685;2022;04;16;final;0.059421;0.000020;0.456167;0.000015;;;;;final;-0.0974266;0.0000042;0.5705;0.0026;final;;;;;0.312;0.310;-0.113;0.154;final;0.059424;0.456172;final;-0.0974129;final;;;0.298;-0.109
59686;2022;04;17;final;0.061289;0.000021;0.457792;0.000015;;;;;final;-0.0979911;0.0000043;0.5403;0.0033;final;;;;;0.307;0.310;-0.088;0.154;final;0.061164;0.457851;final;-0.0979865;final;;;0.293;-0.082
59687;2022;04;18;final;0.063720;0.000026;0.459301;0.000013;;;;;final;-0.0984761;0.0000050;0.4168;0.0033;final;;;;;0.304;0.321;-0.064;0.015;final;0.063734;0.459266;final;-0.0985020;final;;;0.289;-0.054
59688;2022;04;19;final;0.066167;0.000028;0.460813;0.000014;;;;;final;-0.0988025;0.0000050;0.2265;0.0031;final;;;;;0.287;0.321;0.038;0.015;final;0.066192;0.460869;final;-0.0988272;final;;;0.284;-0.027
59689;2022;04;20;final;0.068332;0.000029;0.461998;0.000015;;;;;final;-0.0988976;0.0000036;-0.0585;0.0031;final;;;;;0.305;0.315;-0.011;0.084;final;0.068329;0.461999;final;-0.0988949;final;;;0.280;0.001
59690;2022;04;21;final;0.070492;0.000027;0.463054;0.000015;;;;;final;-0.0986939;0.0000036;-0.3182;0.0025;final;;;;;0.325;0.315;-0.063;0.084;final;0.070468;0.463064;final;-0.0987060;final;;;0.297;-0.039
59691;2022;04;22;final;0.072758;0.000023;0.464105;0.000016;;;;;final;-0.0983227;0.0000036;-0.3933;0.0025;final;;;;;0.339;0.315;-0.105;0.084;final;0.072707;0.464098;final;-0.0983386;final;;;0.320;-0.096
59692;2022;04;23;final;0.075224;0.000022;0.465086;0.000015;;;;;final;-0.0979347;0.0000036;-0.3862;0.0031;final;;;;;0.342;0.315;-0.128;0.084;final;0.075204;0.465058;final;-0.0979051;final;;;0.323;-0.106
59693;2022;04;24;final;0.077857;0.000017;0.466283;0.000026;;;;;final;-0.0975643;0.0000050;-0.3372;0.0031;final;;;;;0.336;0.306;-0.133;0.101;final;0.077859;0.466247;final;-0.0975194;final;;;0.318;-0.099
59694;2022;04;25;final;0.080484;0.000015;0.467927;0.000025;;;;;final;-0.0972900;0.0000050;-0.1990;0.0052;final;;;;;0.326;0.306;-0.132;0.101;final;0.080557;0.467896;final;-0.0972632;final;;;0.313;-0.093
59695;2022;04;26;final;0.082817;0.000013;0.469839;0.000025;;;;;final;-0.0971796;0.0000092;-0.0210;0.0040;final;;;;;0.316;0.292;-0.132;0.070;final;0.082859;0.469891;final;-0.0971847;final;;;0.308;-0.086
59696;2022;04;27;final;0.084840;0.000019;0.471459;0.000028;;;;;final;-0.0972299;0.0000063;0.1028;0.0055;final;;;;;0.347;0.298;-0.294;0.183;final;0.084908;0.471486;final;-0.0972203;final;;;0.307;-0.106
59697;2022;04;28;final;0.086491;0.000020;0.472740;0.000027;;;;;final;-0.0973576;0.0000062;0.1438;0.0044;final;;;;;0.338;0.298;-0.253;0.183;final;0.086518;0.472819;final;-0.0973522;final;;;0.307;-0.133
